parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,45000,55000,0.9649626,6502.70654296875,8.00956916809082,0.27374982833862305,6.117938755778596e-05,0.206298828125
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,45000,55000,0.99596965,2.0288636684417725,0.1341332048177719,0.08988446742296219,3.5140074032824486e-05,0.051513671875
gpt_neox.layers.2.input_layernorm.weight,45000,55000,0.9999179,13.80908203125,0.666326105594635,0.031748559325933456,0.0008671688847243786,0.140625
gpt_neox.layers.2.input_layernorm.bias,45000,55000,0.9900805,4.699184894561768,0.32609254121780396,0.17724604904651642,0.0002076881646644324,0.1015625
gpt_neox.layers.2.post_attention_layernorm.weight,45000,55000,0.99992836,13.62841796875,0.6689009666442871,0.028483012691140175,0.0008738837204873562,0.126953125
gpt_neox.layers.2.post_attention_layernorm.bias,45000,55000,0.9965254,4.957497596740723,0.3424528241157532,0.11915042996406555,0.00022905069636180997,0.14013671875
gpt_neox.layers.2.attention.query_key_value.weight,45000,55000,0.96577567,7083.96630859375,10.550320625305176,0.26835617423057556,0.00014153296069707721,0.1343994140625
gpt_neox.layers.2.attention.query_key_value.bias,45000,55000,0.99616426,315.1518249511719,21.5267276763916,0.18892799317836761,0.30169275403022766,4.3125
gpt_neox.layers.2.attention.dense.weight,45000,55000,0.9802063,1586.8726806640625,3.984589099884033,0.20655885338783264,6.056485653971322e-05,0.04888916015625
gpt_neox.layers.2.attention.dense.bias,45000,55000,0.9828139,4.948088645935059,0.27053481340408325,0.18650783598423004,0.00014294745051302016,0.03125
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,45000,55000,0.9740738,8474.994140625,10.95438289642334,0.23003897070884705,0.00011443511175457388,0.34716796875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,45000,55000,0.99863416,25.460195541381836,0.9834384918212891,0.14485850930213928,0.0004722420999314636,0.560546875
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,45000,55000,0.9615521,7085.30615234375,8.743128776550293,0.28591376543045044,7.289914356078953e-05,0.117431640625
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,45000,55000,0.9828139,4.948088645935059,0.27053481340408325,0.18650783598423004,0.00014294745051302016,0.03125
gpt_neox.layers.3.input_layernorm.weight,45000,55000,0.9962358,75.33642578125,4.32457971572876,0.14010369777679443,0.036527324467897415,0.6318359375
gpt_neox.layers.3.input_layernorm.bias,45000,55000,0.9657804,46.14579391479492,2.550147533416748,0.39597585797309875,0.012701664119958878,0.31005859375
gpt_neox.layers.3.post_attention_layernorm.weight,45000,55000,0.9998534,25.138671875,1.1898335218429565,0.05094004422426224,0.0027650464326143265,0.1318359375
gpt_neox.layers.3.post_attention_layernorm.bias,45000,55000,0.9006755,27.825897216796875,1.428139090538025,0.4378190040588379,0.003983558155596256,0.1563720703125
gpt_neox.layers.3.attention.query_key_value.weight,45000,55000,0.80906254,15368.3173828125,41.59034729003906,0.601966917514801,0.0021997191943228245,0.849609375
gpt_neox.layers.3.attention.query_key_value.bias,45000,55000,0.9982853,1524.7236328125,94.88983917236328,0.19228912889957428,5.862034320831299,7.234375
gpt_neox.layers.3.attention.dense.weight,45000,55000,0.9453905,2656.902099609375,7.094026565551758,0.3520030975341797,0.00019197315850760788,0.207305908203125
gpt_neox.layers.3.attention.dense.bias,45000,55000,0.99269843,2.840155839920044,0.1685577780008316,0.12072042375802994,5.549165507545695e-05,0.048828125
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,45000,55000,0.97261715,8713.345703125,10.833697319030762,0.2442946583032608,0.00011192700185347348,0.098876953125
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,45000,55000,0.9983858,26.011043548583984,0.8212406635284424,0.13943913578987122,0.00032931470195762813,0.10986328125
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,45000,55000,0.9674321,7879.63330078125,9.754032135009766,0.2641827464103699,9.073073306353763e-05,0.09037017822265625
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,45000,55000,0.99269843,2.840155839920044,0.1685577780008316,0.12072042375802994,5.549165507545695e-05,0.048828125
gpt_neox.layers.4.input_layernorm.weight,45000,55000,0.9960441,69.59326171875,4.2825927734375,0.12854211032390594,0.03582148998975754,0.8359375
gpt_neox.layers.4.input_layernorm.bias,45000,55000,0.9904574,12.452430725097656,0.6906776428222656,0.1957932859659195,0.0009317100048065186,0.0904541015625
gpt_neox.layers.4.post_attention_layernorm.weight,45000,55000,0.99985725,20.2021484375,0.9785441160202026,0.041136398911476135,0.0018702121451497078,0.185546875
gpt_neox.layers.4.post_attention_layernorm.bias,45000,55000,0.9926255,7.780216217041016,0.4525439441204071,0.1521291881799698,0.0003999922191724181,0.1611328125
gpt_neox.layers.4.attention.query_key_value.weight,45000,55000,0.8279588,10595.0009765625,27.75880241394043,0.5610421895980835,0.0009798493701964617,0.64306640625
gpt_neox.layers.4.attention.query_key_value.bias,45000,55000,0.99643856,2038.97314453125,108.04219055175781,0.2566877603530884,7.5996856689453125,7.203125
gpt_neox.layers.4.attention.dense.weight,45000,55000,0.9845661,2224.777587890625,5.5195536613464355,0.18827109038829803,0.00011621361772995442,0.08355712890625
gpt_neox.layers.4.attention.dense.bias,45000,55000,0.99670774,3.6306121349334717,0.27987027168273926,0.10379542410373688,0.0001529831497464329,0.1884765625
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,45000,55000,0.97267574,8894.330078125,11.164112091064453,0.2388487607240677,0.00011885815911227837,0.1754150390625
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,45000,55000,0.99808073,32.400413513183594,0.969208836555481,0.14250510931015015,0.0004586749419104308,0.12646484375
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,45000,55000,0.97202873,8810.3935546875,11.064916610717773,0.24347268044948578,0.0001167559894383885,0.4951171875
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,45000,55000,0.99670774,3.6306121349334717,0.27987027168273926,0.10379542410373688,0.0001529831497464329,0.1884765625
gpt_neox.layers.5.input_layernorm.weight,45000,55000,0.9906367,57.484375,6.2544050216674805,0.14250586926937103,0.07640152424573898,3.3046875
gpt_neox.layers.5.input_layernorm.bias,45000,55000,0.9899305,11.693828582763672,0.8077117800712585,0.17739076912403107,0.0012742155231535435,0.2666015625
gpt_neox.layers.5.post_attention_layernorm.weight,45000,55000,0.9998629,19.51611328125,0.9932400584220886,0.033073119819164276,0.0019268081523478031,0.212890625
gpt_neox.layers.5.post_attention_layernorm.bias,45000,55000,0.9948929,9.040393829345703,0.5139206647872925,0.1371200978755951,0.0005158485728316009,0.094482421875
gpt_neox.layers.5.attention.query_key_value.weight,45000,55000,0.9659147,14561.40234375,31.624584197998047,0.26067253947257996,0.0012717695208266377,0.572509765625
gpt_neox.layers.5.attention.query_key_value.bias,45000,55000,0.9994296,2544.195068359375,127.55062103271484,0.18208810687065125,10.591902732849121,7.1875
gpt_neox.layers.5.attention.dense.weight,45000,55000,0.9640716,1802.48681640625,4.50303840637207,0.28359708189964294,7.735058898106217e-05,0.071136474609375
gpt_neox.layers.5.attention.dense.bias,45000,55000,0.9874685,3.759638547897339,0.24902920424938202,0.17285773158073425,0.00012112411059206352,0.0738067626953125
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,45000,55000,0.9765804,8069.10791015625,10.04227352142334,0.22277286648750305,9.61708283284679e-05,0.1510009765625
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,45000,55000,0.9980323,30.656959533691406,0.8402011394500732,0.1325547844171524,0.00034469645470380783,0.06982421875
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,45000,55000,0.9776757,8560.7607421875,10.76511001586914,0.21769194304943085,0.00011051373439840972,0.17578125
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,45000,55000,0.9874685,3.759638547897339,0.24902920424938202,0.17285773158073425,0.00012112411059206352,0.0738067626953125
gpt_neox.final_layer_norm.weight,45000,55000,0.9998963,82.62548828125,3.799283027648926,0.05795959383249283,0.028192482888698578,0.478515625
gpt_neox.final_layer_norm.bias,45000,55000,0.99477243,12.07628059387207,0.658718466758728,0.11105825752019882,0.0008474804344587028,0.17425537109375
embed_out.weight,45000,55000,0.93893087,371231.0625,94.81786346435547,0.36416369676589966,0.0003498797887004912,0.16946792602539062
all_parameters,45000,55000,0.9782741,1035604.25,257.3444519042969,0.28289368748664856,0.0009567654342390597,7.234375
gpt_neox.embed_in.weight,55000,56000,0.9793474,241413.96875,60.548221588134766,0.20400084555149078,0.00014264402852859348,0.078125
gpt_neox.layers.0.input_layernorm.weight,55000,56000,0.9999973,1.7607421875,0.08735186606645584,0.004857598338276148,1.4903023838996887e-05,0.009765625
gpt_neox.layers.0.input_layernorm.bias,55000,56000,0.9999902,0.39310938119888306,0.031811658293008804,0.005838837940245867,1.976526391445077e-06,0.015625
gpt_neox.layers.0.post_attention_layernorm.weight,55000,56000,0.99999166,1.335205078125,0.06908230483531952,0.007091108243912458,9.32102557271719e-06,0.0166015625
gpt_neox.layers.0.post_attention_layernorm.bias,55000,56000,0.9998931,0.2171587347984314,0.016419382765889168,0.017694376409053802,5.265549702926364e-07,0.010009765625
gpt_neox.layers.0.attention.query_key_value.weight,55000,56000,0.9939809,3098.995849609375,4.692690372467041,0.10992559790611267,2.8000074962619692e-05,0.0403289794921875
gpt_neox.layers.0.attention.query_key_value.bias,55000,56000,0.9999058,20.896495819091797,1.3985872268676758,0.02410219982266426,0.0012734676711261272,0.2890625
gpt_neox.layers.0.attention.dense.weight,55000,56000,0.9919815,775.98828125,1.9852813482284546,0.12681980431079865,1.5034835087135434e-05,0.022655487060546875
gpt_neox.layers.0.attention.dense.bias,55000,56000,0.99995345,0.3413274884223938,0.02492671273648739,0.010173477232456207,1.2135567430959782e-06,0.0146484375
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,55000,56000,0.9957211,3587.01171875,4.477336406707764,0.09275013953447342,1.9116210751235485e-05,0.0246734619140625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,55000,56000,0.9999543,1.6834248304367065,0.04985753074288368,0.012516415677964687,1.2137566045566928e-06,0.01171875
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,55000,56000,0.99560213,2292.888427734375,2.8474714756011963,0.0940835177898407,7.73176179791335e-06,0.01711273193359375
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,55000,56000,0.99995345,0.3413274884223938,0.02492671273648739,0.010173477232456207,1.2135567430959782e-06,0.0146484375
gpt_neox.layers.1.input_layernorm.weight,55000,56000,0.999997,1.5205078125,0.08187124133110046,0.0036342109087854624,1.3091601431369781e-05,0.0146484375
gpt_neox.layers.1.input_layernorm.bias,55000,56000,0.99993944,0.31067293882369995,0.02222459577023983,0.012558716349303722,9.647121714806417e-07,0.01220703125
gpt_neox.layers.1.post_attention_layernorm.weight,55000,56000,0.9999963,3.29052734375,0.16362376511096954,0.006224753335118294,5.2290502935647964e-05,0.029296875
gpt_neox.layers.1.post_attention_layernorm.bias,55000,56000,0.9999332,0.6097055673599243,0.036874134093523026,0.013861758634448051,2.6556676857580896e-06,0.01171875
gpt_neox.layers.1.attention.query_key_value.weight,55000,56000,0.9940466,3209.22021484375,4.811123371124268,0.10941961407661438,2.9430846552713774e-05,0.04367828369140625
gpt_neox.layers.1.attention.query_key_value.bias,55000,56000,0.9999426,36.1685676574707,2.430640697479248,0.02818656526505947,0.0038463633973151445,0.5
gpt_neox.layers.1.attention.dense.weight,55000,56000,0.99343175,784.6119995117188,1.9623531103134155,0.11485935002565384,1.4689615454699378e-05,0.020559310913085938
gpt_neox.layers.1.attention.dense.bias,55000,56000,0.99993503,0.24488556385040283,0.01705089770257473,0.011437148787081242,5.678381285179057e-07,0.00634765625
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,55000,56000,0.9947697,3899.1181640625,4.868687152862549,0.10247083008289337,2.2604072000831366e-05,0.0457763671875
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,55000,56000,0.9999874,2.9838273525238037,0.08214131742715836,0.013406425714492798,3.294529278718983e-06,0.010986328125
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,55000,56000,0.9913878,3115.5029296875,3.8346989154815674,0.13152624666690826,1.402285215590382e-05,0.033203125
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,55000,56000,0.99993503,0.24488556385040283,0.01705089770257473,0.011437148787081242,5.678381285179057e-07,0.00634765625
gpt_neox.layers.2.input_layernorm.weight,55000,56000,0.99999666,1.6220703125,0.08659251779317856,0.004112747963517904,1.46450474858284e-05,0.015625
gpt_neox.layers.2.input_layernorm.bias,55000,56000,0.9998985,0.49028635025024414,0.031752392649650574,0.017094222828745842,1.969169034055085e-06,0.00830078125
gpt_neox.layers.2.post_attention_layernorm.weight,55000,56000,0.9999971,1.96435546875,0.10201339423656464,0.004328422248363495,2.032564952969551e-05,0.0146484375
gpt_neox.layers.2.post_attention_layernorm.bias,55000,56000,0.9999658,0.43518197536468506,0.02707604132592678,0.009378746151924133,1.4318593457574025e-06,0.0087890625
gpt_neox.layers.2.attention.query_key_value.weight,55000,56000,0.9897497,3682.242431640625,5.619927883148193,0.14354071021080017,4.015827289549634e-05,0.04895782470703125
gpt_neox.layers.2.attention.query_key_value.bias,55000,56000,0.9999236,42.2688102722168,2.771923542022705,0.023830009624361992,0.005002317484468222,0.46875
gpt_neox.layers.2.attention.dense.weight,55000,56000,0.995575,721.1741333007812,1.8133355379104614,0.09418992698192596,1.2543375305540394e-05,0.0232086181640625
gpt_neox.layers.2.attention.dense.bias,55000,56000,0.99982995,0.46586233377456665,0.027253178879618645,0.01885960064828396,1.4506558727589436e-06,0.008544921875
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,55000,56000,0.99508506,3769.166259765625,4.722228527069092,0.09913840889930725,2.1264751921989955e-05,0.0546875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,55000,56000,0.99998426,2.7065231800079346,0.09668570756912231,0.014057740569114685,4.5645147110917605e-06,0.048828125
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,55000,56000,0.9921015,3103.61474609375,3.8393101692199707,0.1258888989686966,1.4056598047318403e-05,0.0263519287109375
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,55000,56000,0.99982995,0.46586233377456665,0.027253178879618645,0.01885960064828396,1.4506558727589436e-06,0.008544921875
gpt_neox.layers.3.input_layernorm.weight,55000,56000,0.9999757,6.8974609375,0.37702205777168274,0.012093550525605679,0.00027762819081544876,0.0556640625
gpt_neox.layers.3.input_layernorm.bias,55000,56000,0.99982977,4.108924865722656,0.2207409292459488,0.03331897780299187,9.516907448414713e-05,0.0283203125
gpt_neox.layers.3.post_attention_layernorm.weight,55000,56000,0.9999944,3.71240234375,0.1829296052455902,0.007776566781103611,6.535788998007774e-05,0.025390625
gpt_neox.layers.3.post_attention_layernorm.bias,55000,56000,0.9991909,2.7821688652038574,0.14598917961120605,0.04392864555120468,4.16266375395935e-05,0.0189208984375
gpt_neox.layers.3.attention.query_key_value.weight,55000,56000,0.99602723,3411.282470703125,6.36090612411499,0.0903143510222435,5.144859096617438e-05,0.11474609375
gpt_neox.layers.3.attention.query_key_value.bias,55000,56000,0.9999807,147.0407257080078,8.670096397399902,0.01728569157421589,0.04893919825553894,0.6875
gpt_neox.layers.3.attention.dense.weight,55000,56000,0.99118054,1059.6729736328125,2.6865756511688232,0.1325584203004837,2.7532669264473952e-05,0.09375
gpt_neox.layers.3.attention.dense.bias,55000,56000,0.9998121,0.4543318748474121,0.03036821074783802,0.02154099941253662,1.8012269720202312e-06,0.0107421875
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,55000,56000,0.99474823,3623.34033203125,4.5403289794921875,0.1026851162314415,1.965799310710281e-05,0.0301055908203125
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,55000,56000,0.99996376,3.4009275436401367,0.1028289869427681,0.017197929322719574,5.16298905495205e-06,0.01123046875
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,55000,56000,0.9944962,3082.611572265625,3.869781017303467,0.10510466992855072,1.4280614777817391e-05,0.0833740234375
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,55000,56000,0.9998121,0.4543318748474121,0.03036821074783802,0.02154099941253662,1.8012269720202312e-06,0.0107421875
gpt_neox.layers.4.input_layernorm.weight,55000,56000,0.9994445,26.92138671875,1.723285436630249,0.04978310316801071,0.005800219718366861,0.265625
gpt_neox.layers.4.input_layernorm.bias,55000,56000,0.9963366,6.984683513641357,0.39073845744132996,0.10383697599172592,0.0002981963916681707,0.05419921875
gpt_neox.layers.4.post_attention_layernorm.weight,55000,56000,0.9999884,9.72900390625,0.44436249136924744,0.0183494184166193,0.00038566021248698235,0.037109375
gpt_neox.layers.4.post_attention_layernorm.bias,55000,56000,0.9977672,3.4896318912506104,0.19971716403961182,0.06683092564344406,7.790420204401016e-05,0.0308074951171875
gpt_neox.layers.4.attention.query_key_value.weight,55000,56000,0.9849304,4450.59765625,11.420572280883789,0.20287080109119415,0.00016585395496804267,0.21533203125
gpt_neox.layers.4.attention.query_key_value.bias,55000,56000,0.9999578,222.09823608398438,11.370233535766602,0.026345310732722282,0.08416811376810074,0.671875
gpt_neox.layers.4.attention.dense.weight,55000,56000,0.9944596,1213.63720703125,3.1026244163513184,0.1077461838722229,3.672069942695089e-05,0.0419921875
gpt_neox.layers.4.attention.dense.bias,55000,56000,0.9999217,0.5357038974761963,0.0337686762213707,0.012519585900008678,2.2271942725637928e-06,0.011474609375
